,NUMERO_DE_CLIENTE,FOTO_MES,MARKETING_ACTIVO_ULTIMOS90DIAS,CLIENTE_SUCURSAL,CLIENTE_EDAD,CLIENTE_ANTIGUEDAD,MRENTABILIDAD,MRENTABILIDAD_ANNUAL,MCOMISIONES,MACTIVOS_MARGEN,MPASIVOS_MARGEN,MCUENTA_CORRIENTE_PAQUETE,MCAJA_AHORRO_PAQUETE,MCAJA_AHORRO_DOLARES,MDESCUBIERTO_PREACORDADO,MCUENTAS_SALDO,CTARJETA_DEBITO_TRANSACCIONES,MAUTOSERVICIO,CTARJETA_VISA_TRANSACCIONES,MTARJETA_VISA_CONSUMO,MTARJETA_MASTER_CONSUMO,CPRESTAMOS_PERSONALES,MPRESTAMOS_PERSONALES,MPRESTAMOS_PRENDARIOS,MPRESTAMOS_HIPOTECARIOS,MPLAZO_FIJO_DOLARES,MTITULOS,MPLAN_SUELDO,MCUENTA_DEBITOS_AUTOMATICOS,MTTARJETA_VISA_DEBITOS_AUTOMATIC,MTTARJETA_MASTER_DEBITOS_AUTOMAT,MPAGOMISCUENTAS,CCAJEROS_PROPIOS_DESCUENTOS,MCAJEROS_PROPIOS_DESCUENTOS,CTARJETA_VISA_DESCUENTOS,MCOMISIONES_MANTENIMIENTO,CCOMISIONES_OTRAS,MCOMISIONES_OTRAS,MTRANSFERENCIAS_EMITIDAS,CEXTRACCION_AUTOSERVICIO,MEXTRACCION_AUTOSERVICIO,MCHEQUES_DEPOSITADOS,MCHEQUES_EMITIDOS,CCALLCENTER_TRANSACCIONES,CHOMEBANKING_TRANSACCIONES,TCAJAS,MCAJEROS_PROPIO,MASTER_MFINANCIACION_LIMITE,MASTER_MSALDOTOTAL,MASTER_MSALDOPESOS,MASTER_MCONSUMOSPESOS,MASTER_MPAGADO,MASTER_MPAGOSPESOS,MASTER_MPAGOMINIMO,VISA_MARCA_ATRASO,VISA_CUENTA_ESTADO,VISA_MFINANCIACION_LIMITE,VISA_FVENCIMIENTO,VISA_MSALDOTOTAL,VISA_MSALDOPESOS,VISA_MCONSUMOSPESOS,VISA_MPAGADO,VISA_MPAGOSPESOS,VISA_MPAGOMINIMO,CLAVE,meses_activo
36352,10496282,201308,1,167,75,186,39557,459536,37925,1702,-307,-132824,0,0,117,0,0,0,16,235743,36897,0,0,0,0,0,0,0,0,284,0,0,0,0,8,27378,6,42958,0,0,0,0,0,0,0,0.0,0,4191267,37131,37131,11675,0,-41309,819,0,10,6235362,20180228,179706,210256,117778,0,-163624,3276,10697590,14
585906,5725844,201308,1,1439,68,226,23064,456658,19963,-10867,13517,0,233389,6596271,117,6833417,0,0,42,2511277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,16286,2,22613,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,10,63180,20151130,2487621,902251,2280332,0,-312858,58383,5927152,14
398211,15677703,201310,1,2,37,163,5846,801617,39227,-1204,17642,-79,733054,0,117,1822847,27,312386,32,796416,0,0,0,0,0,540007,0,1981629,12,1511,0,394,0,0,0,4446,11,44091,0,11,126360,0,0,11,69,0.0,65520,3222416,0,0,0,0,-66182,0,0,10,4346007,20151130,683464,799652,400708,0,-629557,11817,15879013,14
66929,26098330,201309,1,95,33,98,19892,1384515,15066,-966,5091,-130946,359076,0,117,795315,2,8576,25,70220,143343,1,324517,0,0,0,0,1320111,0,1633,0,0,0,0,0,0,3,16934,0,4,17550,0,0,3,53,1.0,17550,18954,144882,144882,0,0,-145243,7605,0,10,15795,20150331,510482,597263,416379,597263,-514486,0,26299639,11
194720,17622612,201308,1,173,42,109,20946,266437,18934,-482,2202,0,185749,0,117,183853,0,0,4,3876,0,0,0,0,0,0,0,0,1098,154,0,0,0,0,4,18392,3,21447,0,0,0,0,0,3,13,0.0,0,103194,0,0,0,0,0,0,0,10,12636,20160831,18188,21279,15367,0,-29835,0,17823920,14
507627,25029955,201310,1,1307,39,104,78766,943546,16375,51331,1995,-102803,153874,0,117,0,4,52776,5,148345,0,1,5215369,0,0,0,0,1885455,54,0,0,760,0,0,0,1872,7,18405,0,5,107640,0,0,0,39,0.0,107640,110565,0,0,0,0,-3538,0,0,10,15795,20160831,128499,150343,23466,0,-165893,2691,25231265,10
428748,8633288,201308,1,605,42,284,-15607,-392722,37872,-61165,15455,-187207,465636,9436,117,1552959,1,4446,33,1067346,2148318,6,"1,2618364E+7",0,0,0,0,0,590,1251,0,262,1,0,19,0,7,4290,305487,7,42705,51976,0,0,243,0.0,33345,6235362,3812872,3812872,559467,0,-125307,126009,0,10,6235362,20140630,845685,989451,200754,0,-109395,75231,8834596,14
484814,33767275,201310,1,797,26,72,82704,1136568,11113,60225,964,-564014,37553,28,117,28,1,126585,7,255848,0,5,4855074,0,0,0,0,194220,1831,0,0,0,0,0,0,4446,10,1249,0,5,69615,0,0,0,11,0.0,69615,4376214,0,0,0,0,0,0,0,10,6565012,20140731,223395,261372,53339,0,-207869,15561,33968585,14
577458,22379860,201310,1,260,37,123,1452,190804,7667,195,5663,0,452041,0,117,153322,10,288756,4,157567,0,0,0,0,0,0,0,1139697,12,1074,0,0,2,10091,0,0,7,8618,0,10,98280,0,0,0,0,0.0,90090,110565,0,0,0,0,0,0,0,10,22113,20160630,13575,158827,107374,0,-158918,702,22581170,14
516993,30992137,201309,1,395,34,76,23834,400894,2575,1169,-2807,-26193,0,0,117,0,0,0,22,297731,90879,0,0,0,0,0,0,0,0,538,0,0,0,0,0,18392,2,28943,0,0,0,0,0,0,3,0.0,0,12636,91637,91637,0,91637,-429528,4563,0,10,25272,20160731,243093,259461,93247,0,-354032,1872,31193446,14
558366,19708016,201308,1,392,36,132,59241,371682,2987,8368,39713,0,3926825,211,117,401484,5,141567,23,84150,0,0,0,0,0,0,0,1519362,0,183,0,465,8,0,18,1872,5,3383,0,1,35100,0,0,0,53,0.0,35100,18954,0,0,0,0,0,0,0,10,31590,20160630,822838,384242,637522,0,-291324,25857,19909324,14
1674,7347276,201309,0,689,0,181,30877,0,28996,-3938,5546,0,299104,95921,117,36636,4,95879,11,247619,53997,0,0,0,0,0,0,0,1917,525,0,0,0,4154,0,18392,7,32845,0,0,0,0,0,0,21,0.0,0,31590,54278,54278,35985,0,-32872,1053,0,10,22113,20210930,21197,248004,205629,0,-220066,351,7548585,14
160203,11116909,201309,1,611,39,188,21898,309132,724,-559,18657,-409,1886164,114,117,1774634,14,207693,2,14847,0,0,0,0,0,0,0,2296008,0,148,0,158,0,0,0,2457,5,814,0,4,54990,0,0,0,9,0.0,0,12636,0,0,0,0,0,0,0,10,22113,20150731,1269,14847,14847,0,-114531,0,11318218,14
85616,18440886,201309,1,575,42,144,66687,1037894,25769,791,34182,0,2071584,982744,117,"1,1816178E+7",5,158455,7,180849,0,0,0,0,0,0,0,1481337,205,35,0,366,0,0,0,0,12,27509,0,1,17550,0,0,1,104,0.0,17550,12636,0,0,0,0,0,0,0,10,15795,20150331,159361,186452,351,186452,-226321,4446,18642195,14
457068,28050178,201308,1,590,30,87,2324,204907,14598,975,6412,-6402,614734,7,117,532192,16,551429,6,101304,0,0,0,0,0,0,0,301743,1506,0,0,626,17,0,4,0,7,16536,0,7,28080,0,0,3,48,1.0,4680,12636,0,0,0,0,0,0,0,10,12636,20150731,90377,83449,22293,0,-92405,819,28251486,14
251860,23017629,201310,1,566,47,117,72573,990593,36947,21775,8675,0,765395,0,117,731108,16,482602,8,246265,0,0,0,1576686,0,0,0,0,2796,717,0,6550,0,0,0,18392,7,41526,53352,4,70200,0,0,0,122,0.0,70200,110565,0,0,0,0,0,0,0,10,12636,20150228,213814,250162,95121,250162,-327095,8307,23218939,14
507877,25040470,201308,1,128,38,102,126505,1289768,58859,40475,17342,-90677,436658,0,117,825851,14,39505,41,962506,32268,6,3006922,0,0,"1,0295646E+7",0,1993797,760,34,0,2820,14,0,13,2246,11,66672,0,5,109980,0,0,0,143,0.0,94770,15795,82672,82672,0,0,-8273,819,0,10,15795,20140430,83923,981899,3393,0,-2691,31122,25241778,14
248760,10319134,201308,1,128,50,215,65744,768537,53644,-16703,27045,0,717697,4234048,117,7777355,0,0,19,151988,0,1,1615732,0,0,0,0,3827655,0,2384,0,1011,0,0,19,0,8,60767,0,2,58500,0,0,0,39,0.0,0,306265,0,0,0,0,0,0,0,10,415647,20140930,130026,1521304,1258615,0,-2009939,11349,10520442,14
386868,24942853,201308,1,77,29,102,31476,398191,10478,2787,1516,0,1252564,0,117,888053,13,397753,14,338609,1751,0,0,0,0,0,0,1500291,0,1297,0,466,16,0,9,0,5,11869,0,4,45630,0,0,5,129,0.0,0,15795,1751,1751,0,0,-17541,0,0,10,15795,20140630,306006,262598,240368,0,-380141,5382,25144161,12
280513,32178706,201310,1,509,38,56,175984,1570932,8067,858,80607,0,7134812,47,117,8413087,39,1684475,6,313093,9828,0,0,0,0,0,0,3257982,0,117,0,467,4,8227,0,0,10,90671,0,11,193635,0,0,0,88,0.0,135720,4346007,9828,9828,9828,0,-197252,351,0,10,6519697,20150430,268253,313856,81783,0,-1444232,5148,32380016,14
167631,15729772,201310,1,173,62,233,83361,924693,27285,44101,3827,-3951,246465,0,117,0,3,50579,18,39953,93222,4,3405958,0,0,0,0,0,114,1142,0,0,1,4797,0,18392,11,30668,0,0,0,0,0,0,35,0.0,0,6318,94132,94132,0,94132,-119543,4329,0,10,110565,20140430,1335728,1562801,114158,4563,-4680,4563,15931082,14
167078,34007783,201309,1,299,29,70,57444,612559,6329,5044,38644,0,3852256,4,117,9427945,7,190219,7,16448,81729,0,0,0,0,0,0,842517,977,53,0,2557,0,20914,0,0,5,7113,105300,2,15795,0,0,0,32,0.0,4095,4282334,8359,8359,0,0,-83739,7371,0,10,5353594,20160831,142156,166322,17199,0,-32898,351,34209092,14
565925,37893399,201309,1,356,46,48,31326,383155,20143,5339,4219,-424,313308,0,117,0,1,5850,3,321554,0,1,1606071,0,0,0,0,0,1805,279,0,558,0,0,0,4563,5,22641,0,2,70200,0,0,0,46,0.0,70200,9477,0,0,0,0,0,0,0,10,9477,20151031,275517,322354,27933,0,-57244,2691,38094708,14
572793,20721080,201308,1,1280,47,43,30574,553345,5566,17261,4113,0,407881,0,0,38825,0,0,0,0,0,0,0,0,"4,6460032E+7",0,0,0,0,0,0,0,0,0,0,6306,1,6306,0,0,0,0,0,0,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20922388,12
555647,20213552,201310,0,524,0,116,77665,0,0,0,0,-8948,510513,4488,117,643736,0,0,10,1908262,0,1,2708062,0,0,0,0,0,0,0,0,4680,0,0,0,18743,7,22727,0,0,0,3696495,0,3,118,1.0,0,6318,392413,392413,0,2340,-1170,3627,0,10,18954,20150630,3359753,3930911,385499,21060,-408179,203463,20414862,14
322520,32842620,201309,0,17,0,49,34368,0,1934,8282,4563,-22176,28951,0,117,0,5,205939,9,442196,0,0,0,0,0,0,0,117000,270,1154,0,775,0,4763,0,0,4,21905,0,2,37440,0,0,0,24,1.0,0,0,0,0,0,0,0,0,0,10,15795,20131130,404981,318979,27023,0,-334635,8541,33043929,14
14053,10683192,201309,1,218,73,232,23735,329391,23325,-792,1143,0,79605,0,117,7300,0,0,2,23638,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,18392,2,26217,0,0,0,0,0,0,0,1.0,0,78975,0,0,0,0,-33717,0,0,10,31590,20140331,20488,2397,0,2397,-24013,1989,10884501,14
347424,17454313,201309,1,491,36,91,99062,329815,1263,-6146,8002,0,8218764,0,117,"4,3123532E+7",20,490132,13,286756,776,0,0,0,0,0,0,"4,2773328E+7",0,1061,0,677,0,8599,0,2457,7,14195,0,6,55575,0,0,0,93,0.0,34515,12636,7816,7816,0,0,-7831,351,0,10,15795,20150430,236428,27662,94834,0,-311964,6201,17655622,14
12799,10556374,201309,1,503,53,186,42893,773475,38902,-2156,5567,-120257,5631,284,117,169248,0,0,21,417424,127451,0,0,0,0,1182262,0,0,0,208,1120,0,0,0,0,27378,5,43726,0,0,0,0,0,8,11,1.0,0,4219402,127574,127574,112009,127647,-17784,1989,0,10,6424178,20140731,355381,415795,361235,0,-67041,4095,10757683,14
130600,39317655,201310,1,257,41,41,63016,775389,57711,-10193,14727,0,312628,0,117,99805,0,0,28,671907,668739,0,0,0,0,0,0,0,0,2057,0,0,0,0,0,18392,7,64864,0,0,0,0,11115,2,19,1.0,0,15795,1108077,1108077,496743,0,-3744,9711,0,10,18954,20140430,57941,677909,374132,0,-537615,4446,39518965,14
481084,27068495,201308,1,557,54,92,85308,940072,62159,17236,2549,-135311,44835,0,117,0,0,0,22,433627,0,4,3252405,0,0,0,0,0,0,504,0,4700,0,0,15,18392,13,70412,0,9,36855,0,0,0,79,0.0,22230,0,0,0,0,0,0,0,0,10,18954,20180228,373558,437062,151564,0,-39348,12051,27269803,14
538621,24596454,201308,1,47,35,103,75071,877869,24944,42322,522,-90195,0,0,117,0,0,0,6,141621,0,1,2487217,0,9606818,0,0,0,0,23,0,0,0,0,2,18392,6,28256,0,0,0,0,0,0,27,0.0,0,0,0,0,0,0,0,0,0,10,110565,20140930,662799,775474,14764,0,-13923,14508,24797762,14
466220,30607850,201310,1,1445,59,77,61503,824105,23751,31981,286,-2020,14174,0,117,0,0,0,1,57135,10912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,5,26695,0,0,0,0,0,0,15,0.0,0,12636,134675,134675,0,13221,-16848,13221,0,10,110565,20160831,750351,87791,0,0,-6669,7605,30809160,14
28100,25257512,201309,1,479,35,102,33384,446007,11072,11024,8046,0,745586,0,117,252415,16,51862,4,149073,0,1,2195597,0,0,0,0,1473381,0,608,0,1057,0,702,0,0,7,12444,0,7,98280,0,0,0,113,0.0,17550,78975,0,0,0,0,0,0,0,10,9477,20140531,141276,165292,207291,165292,-77466,2925,25458821,14
152027,10809339,201309,1,782,42,178,207965,2338103,9484,-3872,10056,0,8512421,0,117,858240,5,179829,47,1666868,265275,0,0,0,0,0,0,0,0,2105,0,587,0,17199,0,27378,8,106597,0,0,0,187629,0,0,58,0.0,0,4263084,267539,19815,172934,0,-295302,3978,0,10,632977,20141031,1426586,1669105,897367,1669105,-2353529,18369,11010648,14
556775,22612878,201310,1,548,44,108,70545,40541,26325,7616,30179,0,2870351,0,117,4170197,16,413251,17,478888,0,0,0,0,0,0,0,1806597,284,112,0,0,2,585,0,0,5,29589,47970,9,40365,0,0,0,92,0.0,32175,0,0,0,0,0,0,0,0,10,15795,20131231,414629,485115,11178,0,-413776,13572,22814188,14
200015,22666877,201310,1,488,34,121,13424,406764,16158,-7528,5191,-8,167706,0,117,1238292,4,87239,12,524874,0,0,0,0,0,0,0,1835145,0,1773,0,328,0,0,1,748,7,18161,0,4,87750,0,0,5,89,0.0,0,15795,0,0,0,0,-74985,0,0,10,22113,20141130,404906,47374,340764,0,-503448,1872,22868187,14
96673,18551716,201309,0,689,36,168,1993,11248,1977,0,14,0,0,0,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2221,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18753025,14
250647,10010298,201310,1,80,49,229,173974,1954346,54818,-4347,10619,0,9305951,0,117,8872497,0,0,40,1464245,0,0,0,0,0,0,0,0,363,4954,0,0,0,0,1,18392,8,61616,248040,1,12870,94755,1769092,0,58,1.0,12870,44226,0,0,0,0,0,0,0,10,44226,20140430,1240845,1451788,108218,0,-1279205,13221,10211608,14
113642,43294999,201309,0,1412,0,23,109521,0,40959,36683,21917,343127,57291,0,117,648417,0,0,35,738495,310843,1,"1,0254208E+7",0,0,0,0,0,0,265,58,0,0,0,0,27378,7,46395,0,0,0,3290917,0,0,30,1.0,0,3197539,342108,208643,192505,0,-176493,8073,0,10,4282334,20141130,-396726,-886677,436969,0,-3511085,0,43496308,14
380044,21010644,201309,1,392,48,59,73361,73867,9667,1826,52613,0,536571,0,117,4554287,32,708259,3,3092,31814,1,1293698,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10866,0,9,113490,0,0,0,0,0.0,113490,25272,3261,3261,0,0,-32689,3159,0,10,22113,20151031,26848,31412,0,31412,-31467,3042,21211953,14
499232,34861429,201309,1,47,29,65,60053,1149736,39012,15246,2738,-32234,7745,0,117,0,0,0,18,558169,0,2,1016214,0,0,0,0,0,0,253,0,113,0,0,0,18392,5,43849,0,0,0,0,0,0,18,0.0,0,9477,0,0,0,0,0,0,1,10,12636,20140531,696868,815335,156791,0,-67041,19656,35062738,14
196690,18940518,201310,1,107,33,93,40008,39597,4275,8646,21895,0,1966008,0,117,3151789,3,46332,6,167842,261525,0,0,0,0,0,0,0,63,0,572,106,2,10764,0,0,7,4805,337194,0,0,0,0,0,19,0.0,0,4346007,263069,263069,57193,0,-254675,9594,0,10,4346007,20140131,134113,156912,80987,0,-115969,234,19141828,14
578464,22061508,201308,1,284,53,122,19854,373761,19267,-1241,1743,-1365,99851,0,117,56961,1,56862,3,84011,129335,1,817484,0,0,0,0,0,12,0,0,0,1,0,1,18392,5,21825,0,0,0,0,0,0,16,0.0,0,12636,130369,130369,62339,130369,-71193,4446,0,10,12636,20160930,72925,85322,2574,0,-59481,3042,22262816,14
281073,23384886,201309,1,812,63,112,18246,724214,17991,0,218,0,22194,0,117,24581,1,53768,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,18392,5,20222,0,1,2340,0,0,3,0,0.0,0,12636,0,0,0,0,0,0,0,10,15795,20141231,0,0,0,0,0,0,23586195,14
376786,16327744,201309,1,137,51,86,33233,396823,63926,-31927,5694,259954,30851,0,117,445383,14,535526,20,399144,742109,0,0,0,2283749,0,0,0,0,0,580,3182,0,9969,0,27378,8,71852,9828,1,3510,0,0,0,46,0.0,3510,63953,834651,285657,680484,0,-16192,16263,0,10,63953,20150831,331145,387439,104417,387439,-196522,5733,16529053,14
40591,27682539,201310,1,1082,47,91,33153,531498,1271,30342,-3093,-79375,45521,0,117,691472,3,72194,1,2223,0,2,3677269,0,0,0,0,935532,0,0,0,0,1,316,1,0,6,1429,0,5,68445,0,0,2,24,0.0,58500,110565,0,0,0,0,0,0,0,10,12636,20180331,4819,5638,-16672,0,-12779,0,27883849,14
328804,9861121,201308,1,260,51,27,51316,445258,16286,-6022,35962,679386,2727463,663827,117,5519101,4,68751,6,261005,177531,0,0,0,0,0,0,1863576,0,0,0,2924,4,0,5,3042,6,18448,0,2,7020,0,0,4,54,0.0,2340,110565,456479,75401,175737,0,0,28782,0,10,12636,20150630,214684,25118,72961,0,-143277,7956,10062429,10
245909,11257682,201310,0,737,0,168,66936,0,0,0,0,-95,597143,37939,117,1915019,2,83655,6,92523,0,0,0,7866271,0,0,0,170235,0,174,0,0,2,702,1,0,5,22189,0,0,0,0,0,1,35,1.0,0,110565,0,0,0,0,0,0,0,10,15795,20140630,67499,78973,3531,0,-189098,819,11458992,6
297277,23587700,201309,1,170,46,110,27304,314463,2595,-347,1504,-119817,73,0,117,2223,0,0,25,225232,151107,0,0,0,0,0,0,0,0,43,23,0,0,0,0,18392,4,27464,0,0,0,0,0,0,15,0.0,0,22113,15219,15219,151107,117,-234,702,0,10,22113,20180331,194458,227515,68671,0,-190658,2925,23789009,14
53141,26028614,201308,1,506,51,98,54393,622944,13609,24764,10094,-234478,941854,0,117,1761087,16,320941,8,70298,51013,2,1406678,0,0,0,0,1145898,954,82,0,3533,18,0,4,8833,8,15415,0,8,111150,0,0,0,113,0.0,98280,22113,298593,298593,12987,0,-819,2223,0,10,31590,20140731,362294,423883,20475,0,-1170,3978,26229922,14
324718,16460146,201310,0,1283,0,45,162739,0,0,0,0,295524,7748563,2402042,117,"1,2967911E+7",0,0,2,127569,0,0,0,0,0,0,0,0,0,1276,0,0,0,0,0,27378,2,2879,0,1,47970,0,0,0,0,0.0,47970,4376214,0,0,0,0,0,0,0,10,6519697,20140331,109034,127569,127569,0,-127728,468,16661456,14
165080,11178128,201310,1,1205,61,286,32454,491717,23088,4755,325,0,54003,0,117,17548,0,0,22,543694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18392,3,2595,0,0,0,11115,0,0,0,1.0,0,15795,-252,-252,0,0,0,0,0,10,44226,20140831,466533,545843,335943,0,-5148,6903,11379438,14
41953,10543932,201308,1,299,59,284,1437,32086,0,0,1229,0,0,0,117,103454,0,0,0,0,0,0,0,0,0,0,"3,2317268E+7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10745240,14
220880,30317194,201309,1,260,31,78,-19984,221534,21242,-43114,7877,-167209,267669,248,117,1298224,2,488241,16,382405,452897,0,0,0,0,0,0,1722474,2273,2703,1812,0,0,0,0,0,8,23876,0,2,44460,0,0,0,41,1.0,44460,4263084,461276,461276,215964,0,-417822,25389,0,10,4263084,20140331,327218,382845,354738,382845,-331506,4563,30518503,14
581494,9476668,201309,1,263,49,232,57903,1133904,19363,-1415,34355,0,2106983,2348282,117,5759188,27,1126639,26,476197,0,0,0,0,0,8873919,"2,2214544E+7",2850822,362,1117,0,2298,0,10342,0,1872,6,21764,0,1,7020,0,0,0,105,0.0,0,0,0,0,0,0,0,0,0,10,63180,20141031,947598,347316,474576,1118209,-200543,6552,9677977,14
410827,18203488,201308,1,248,38,72,60222,1397573,3294,-18711,42029,0,3306157,0,117,4353063,11,281672,15,1013789,0,0,0,0,0,0,0,1774305,0,233,0,0,10,0,13,0,3,37313,0,1,35100,0,0,0,7,0.0,0,415647,0,0,0,0,0,0,0,10,6235362,20131130,877748,1026965,579483,0,-121303,21645,18404796,14
357050,8938893,201308,1,575,45,231,15842,359164,15984,-579,458,0,43037,656,117,10334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18392,5,18106,0,1,2340,0,0,0,5,0.0,0,15795,0,0,0,0,0,0,0,10,31590,20140131,21683,25369,0,0,0,117,9140201,14
489822,28963009,201308,1,95,38,83,55026,1141064,13325,471,30932,0,2913109,86782,117,1651798,11,350679,1,2574,0,1,1319855,0,0,0,0,2248155,0,257,0,99,11,0,2,6435,6,15095,70200,2,70200,0,0,0,97,0.0,70200,6235362,480345,79452,0,0,0,48204,0,10,6287564,20131231,450655,108524,2574,0,-4095,50427,29164317,14
86628,29296589,201308,1,539,60,82,162226,2173542,78529,56562,14974,-307789,744981,0,117,0,4,125741,40,1146102,263859,5,6535706,0,0,0,0,0,0,4021,0,491,4,0,29,27378,13,88952,0,9,154440,7399431,1294648,0,53,1.0,154440,3129541,266839,266839,95888,0,-2076482,9009,0,10,3103559,20180131,988352,1156371,612674,0,-4355199,20358,29497897,14
211613,23727195,201308,1,563,35,110,1552,204258,15594,-3671,3607,-6289,244363,0,117,914897,7,68546,15,340512,0,0,0,0,0,0,0,956826,765,0,0,36,10,0,5,4095,5,17664,5850,6,19890,0,0,0,32,0.0,12870,110565,0,0,0,0,0,0,0,10,22113,20150831,278603,325965,78101,0,-2691,4563,23928503,14
251790,23014905,201310,1,302,39,117,7169,94965,16853,35536,11333,-41432,1136126,187,117,187,5,331227,7,447296,0,2,6446388,0,0,0,0,4626882,0,894,0,0,0,0,2,0,8,18943,0,11,269100,0,0,0,4,1.0,152100,4346007,0,0,0,0,0,0,0,10,4346007,20151130,305285,357183,27634,0,-569483,12402,23216215,14
282422,16014675,201309,1,134,33,161,17117,66928,3818,-15244,-2759,0,231691,1517,117,11016,0,0,14,464511,164519,0,0,0,0,0,0,0,0,0,202,0,0,0,0,18392,3,42913,0,0,0,0,0,0,51,1.0,0,12636,165564,165564,20231,0,-15482,7371,0,10,12636,20140731,373673,437197,-28904,0,-910318,11817,16215984,14
363361,23975332,201309,1,422,34,108,2328,425829,2146,782,10243,-9557,1042035,0,117,0,1,10881,6,390079,0,0,0,0,0,0,0,2498184,412,0,0,0,0,0,0,2106,3,2413,0,13,319410,0,0,0,0,0.0,284310,110565,0,0,0,0,0,0,0,10,15795,20131130,336436,39363,1473,0,-402285,16146,24176641,14
276069,32247037,201309,1,509,27,73,77163,743127,38302,23336,9879,0,554182,0,117,17089,1,14625,10,488606,0,3,2921543,0,0,0,0,189891,12,484,0,0,0,0,0,2808,11,43051,0,4,50310,0,0,0,7,1.0,26910,12636,0,0,0,0,0,0,0,10,18954,20131231,423171,477542,97551,0,-826119,18252,32448346,14
508522,33953414,201310,1,470,52,70,71868,1040215,21568,42561,43,-337671,0,0,117,0,0,0,9,144443,75096,2,1512742,0,0,0,0,0,0,162,0,0,0,0,0,18392,8,24242,0,0,0,0,0,0,10,1.0,0,78975,912947,912947,0,0,-1404,13221,0,10,78975,20140131,829193,970155,16161,0,-2106,18018,34154724,14
498905,34828812,201310,1,260,39,67,6191,494567,24531,2563,29385,-12034,359863,0,117,0,5,100739,14,322202,0,0,0,0,0,"1,9057128E+7",0,2248857,0,23,0,271,0,0,1,0,6,27573,0,8,161460,0,0,0,32,0.0,161460,15795,0,0,0,0,0,0,0,10,25272,20140731,306869,184812,199671,0,-271057,936,35030122,14
179025,36211125,201308,1,1283,72,42,17784,225664,17256,0,451,0,44863,0,117,58643,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,18392,2,19547,0,0,0,0,0,0,0,1.0,0,12636,0,0,0,0,0,0,0,10,15795,20160630,0,0,0,0,0,0,36412433,14
281928,15935693,201308,1,173,48,284,30288,301527,25901,-53,428,0,334146,372,117,262932,0,0,4,79365,11583,0,0,0,0,0,0,0,0,794,0,0,0,0,4,18392,3,2934,0,0,0,0,31590,5,13,0.0,0,12636,-6495,-6495,11583,0,0,0,0,10,25272,20140430,63536,74337,79365,148674,-8424,0,16137001,14
84053,7900757,201310,1,1166,51,233,6720,770296,40153,-14963,3808,0,3486114,408,117,6832953,13,2939862,40,1029802,0,1,1605037,0,0,0,0,5383872,1121,650,0,3834,0,0,0,3042,8,4513,681321,1,3510,0,0,0,98,1.0,0,0,0,0,0,0,0,0,0,10,50544,20140131,753721,806705,139454,882769,-796959,33228,8102067,14
378965,26307650,201310,1,494,43,97,56443,812836,31618,20094,1124,-127423,14413,0,117,0,0,0,7,230038,19915,0,0,0,0,0,0,0,0,410,20,0,0,0,0,27378,9,35538,0,0,0,0,0,0,25,0.0,0,3267638,20181,20181,1974,0,-4014,0,0,10,4376214,20141031,214093,250488,4099,0,-297449,16263,26508960,14
590524,30917816,201309,1,542,40,76,143759,1475889,17194,100802,7373,-42313,707328,0,117,112107,1,54317,17,289614,178333,2,"1,1104535E+7",0,0,0,0,1570257,1340,199,0,7036,0,0,0,0,11,19327,0,7,41535,0,0,0,225,0.0,39195,15795,1501388,1501388,0,0,-15678,16263,0,10,15795,20140930,1659345,1941433,19948,0,-36387,36153,31119125,14
245560,10829564,201310,1,461,65,204,113161,1120133,27236,-1081,74521,0,7070008,145,117,6976767,0,0,33,1807342,0,0,0,0,0,0,0,0,872,480,0,0,0,0,0,27378,3,30613,0,0,0,0,0,0,0,0.0,0,6565012,0,0,0,0,0,0,0,10,6565012,20211031,23597,798088,1466668,0,-200603,103896,11030874,14
354531,15247251,201308,1,269,70,6,0,207469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15448559,12
80074,26125451,201309,1,362,43,98,33404,466904,15585,10766,4464,-77491,181197,0,117,13082,2,62598,20,356107,0,1,3024467,0,0,0,0,928863,12,12,0,0,0,351,0,1872,11,17518,0,7,68445,0,0,4,24,0.0,64935,6318,-1399,-1399,0,0,0,0,0,10,15795,20151031,308962,361485,243667,361485,-412095,6435,26326760,14
