age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;deposit
37;admin.;married;secondary;no;96;no;no;cellular;7;aug;155;1;99;2;success;yes
34;management;married;tertiary;no;0;yes;no;cellular;7;aug;262;1;99;2;success;yes
42;services;single;secondary;no;3403;yes;no;cellular;7;aug;215;1;99;1;failure;yes
58;unemployed;married;secondary;no;687;yes;no;cellular;7;aug;221;1;99;2;success;yes
23;student;single;secondary;no;0;no;no;cellular;7;aug;217;1;99;7;success;yes
59;retired;divorced;tertiary;no;3444;no;no;cellular;10;aug;252;1;185;2;success;yes
32;self-employed;single;tertiary;no;1815;no;no;telephone;10;aug;235;1;102;2;failure;yes
31;management;married;tertiary;no;10884;no;no;cellular;10;aug;294;3;98;2;success;yes
42;blue-collar;married;primary;no;201;yes;no;cellular;11;aug;265;1;103;3;success;yes
42;services;single;tertiary;no;94;yes;no;cellular;11;aug;176;2;90;4;failure;yes
57;technician;married;secondary;no;589;yes;no;cellular;11;aug;167;1;190;5;failure;yes
30;management;single;tertiary;no;533;no;no;cellular;11;aug;229;2;99;4;success;yes
42;technician;married;secondary;no;994;yes;no;cellular;11;aug;149;1;78;5;failure;yes
26;admin.;single;secondary;no;96;no;no;cellular;11;aug;349;1;70;3;failure;yes
40;admin.;single;secondary;no;100;yes;no;cellular;11;aug;221;1;461;1;success;yes
39;admin.;married;secondary;no;260;yes;no;cellular;11;aug;175;2;116;2;failure;yes
58;self-employed;married;primary;no;1013;yes;no;cellular;11;aug;206;1;461;1;failure;yes
31;services;single;secondary;no;181;no;no;cellular;12;aug;182;1;104;1;success;yes
36;management;single;tertiary;no;3850;yes;no;cellular;12;aug;239;2;100;4;failure;yes
41;management;married;tertiary;no;27696;no;no;cellular;12;aug;147;2;104;1;failure;yes
59;technician;married;secondary;no;116;no;no;cellular;12;aug;398;4;422;3;failure;yes
34;management;single;tertiary;no;48;yes;no;cellular;12;aug;810;3;93;6;failure;yes
55;management;married;primary;no;113;no;no;cellular;12;aug;306;1;457;3;failure;yes
33;blue-collar;single;secondary;no;498;no;no;cellular;12;aug;338;2;104;1;success;yes
43;technician;married;tertiary;no;2643;no;no;cellular;12;aug;188;3;100;5;success;yes
34;services;married;secondary;no;1337;no;no;cellular;12;aug;255;2;104;1;success;yes
35;services;married;unknown;no;618;no;no;cellular;12;aug;293;1;104;1;success;yes
38;blue-collar;married;secondary;no;1165;yes;no;cellular;13;aug;784;3;94;10;failure;yes
31;admin.;married;secondary;no;35;no;no;cellular;13;aug;315;2;105;1;success;yes
50;services;married;secondary;no;3169;no;no;cellular;13;aug;399;1;430;1;failure;yes
56;management;married;tertiary;no;616;no;no;cellular;13;aug;293;2;105;2;success;yes
76;retired;married;primary;no;3324;no;no;cellular;13;aug;227;2;192;1;failure;yes
28;technician;single;secondary;no;113;no;no;cellular;13;aug;204;3;105;1;failure;yes
56;retired;married;primary;no;9367;no;no;cellular;13;aug;320;2;101;2;success;yes
45;management;single;tertiary;no;2067;yes;no;cellular;13;aug;393;2;462;1;success;yes
49;management;married;tertiary;no;1;no;no;telephone;13;aug;640;2;101;4;success;yes
26;admin.;single;secondary;no;255;no;no;cellular;14;aug;209;2;106;2;success;yes
47;unemployed;married;secondary;no;926;no;no;cellular;14;aug;436;1;403;5;success;yes
37;student;single;unknown;no;444;no;no;cellular;14;aug;137;1;102;5;success;yes
60;retired;married;unknown;no;209;no;no;cellular;14;aug;391;3;106;1;failure;yes
44;management;married;tertiary;no;226;yes;no;cellular;14;aug;190;3;270;3;failure;yes
33;unemployed;single;tertiary;no;1974;no;no;cellular;14;aug;498;2;191;1;failure;yes
42;admin.;married;primary;no;-306;yes;no;cellular;17;aug;308;1;459;1;success;yes
35;management;single;tertiary;no;431;no;no;cellular;17;aug;343;2;397;1;failure;yes
62;retired;married;secondary;no;1495;no;no;cellular;17;aug;606;1;196;1;success;yes
26;management;single;tertiary;no;828;yes;no;cellular;17;aug;156;1;199;1;failure;yes
22;student;single;secondary;no;948;no;no;telephone;18;aug;215;1;197;2;failure;yes
30;student;single;secondary;no;48;no;no;cellular;18;aug;161;1;173;1;failure;yes
34;housemaid;married;tertiary;no;0;no;no;cellular;18;aug;148;1;84;2;failure;yes
55;technician;married;secondary;no;1938;no;yes;cellular;18;aug;193;1;386;3;success;yes
49;technician;single;secondary;no;9131;yes;no;cellular;18;aug;532;1;461;5;failure;yes
43;admin.;married;secondary;no;132;no;no;cellular;19;aug;574;1;84;3;success;yes
30;management;single;tertiary;no;5359;no;no;cellular;19;aug;145;1;84;2;success;yes
27;technician;single;tertiary;no;11862;no;no;cellular;20;aug;217;1;87;6;failure;yes
42;management;married;primary;no;5310;yes;no;cellular;20;aug;273;1;90;3;success;yes
60;admin.;married;secondary;no;106;no;no;cellular;21;aug;216;3;91;1;success;yes
50;technician;married;secondary;no;3370;no;no;cellular;21;aug;531;2;80;2;success;yes
43;admin.;single;secondary;no;733;yes;no;cellular;21;aug;126;1;88;4;success;yes
53;retired;divorced;tertiary;no;-309;yes;no;cellular;21;aug;343;2;428;2;success;yes
28;blue-collar;married;secondary;no;61;yes;no;cellular;21;aug;744;1;109;3;success;yes
59;unemployed;married;secondary;no;1047;no;no;cellular;21;aug;438;1;184;3;success;yes
29;management;single;tertiary;no;265;no;no;cellular;24;aug;130;2;94;1;success;yes
37;blue-collar;married;primary;no;106;yes;no;cellular;25;aug;511;1;392;13;failure;yes
37;technician;married;tertiary;no;127;yes;no;cellular;25;aug;192;1;193;1;success;yes
36;management;married;tertiary;no;255;no;no;cellular;25;aug;242;6;95;4;success;yes
43;services;married;secondary;no;2145;no;no;cellular;25;aug;291;2;95;4;success;yes
43;management;single;tertiary;no;1696;yes;no;cellular;26;aug;257;1;474;3;failure;yes
57;management;divorced;unknown;no;854;no;no;cellular;27;aug;700;4;92;1;failure;yes
36;blue-collar;single;secondary;no;40;yes;no;cellular;27;aug;259;3;475;4;success;yes
36;technician;single;secondary;no;539;yes;no;cellular;27;aug;398;2;477;1;failure;yes
29;technician;single;secondary;no;590;no;no;cellular;27;aug;81;1;94;1;success;yes
32;technician;married;tertiary;no;636;yes;no;cellular;28;aug;370;1;116;4;success;yes
55;admin.;divorced;secondary;no;1872;no;no;cellular;28;aug;155;2;93;8;failure;yes
36;management;single;tertiary;no;490;no;no;cellular;28;aug;207;8;98;1;failure;yes
27;student;single;tertiary;no;118;no;no;cellular;31;aug;160;3;98;1;failure;yes
45;management;married;tertiary;no;4119;yes;yes;telephone;31;aug;473;2;283;1;success;yes
55;management;married;unknown;no;1504;yes;no;cellular;31;aug;186;3;101;2;success;yes
52;blue-collar;married;secondary;no;2087;yes;no;cellular;31;aug;267;1;474;1;failure;yes
49;management;single;tertiary;no;5689;no;no;cellular;31;aug;470;1;97;3;failure;yes
30;blue-collar;married;primary;no;201;yes;no;cellular;31;aug;219;1;157;12;failure;yes
39;management;married;tertiary;no;119;yes;no;cellular;1;sep;265;2;476;4;success;yes
48;management;divorced;tertiary;no;17964;yes;no;cellular;1;sep;120;1;98;5;success;yes
51;management;married;tertiary;no;2635;no;no;cellular;1;sep;181;1;98;2;failure;yes
48;technician;married;secondary;no;568;yes;no;cellular;2;sep;378;2;386;1;success;yes
46;admin.;married;tertiary;no;2552;no;no;cellular;3;sep;260;1;94;8;success;yes
31;self-employed;single;tertiary;no;3343;no;no;cellular;3;sep;365;1;94;1;success;yes
40;unemployed;single;tertiary;no;7968;no;no;cellular;3;sep;733;1;93;1;success;yes
55;management;married;primary;no;2587;no;no;cellular;4;sep;328;2;94;2;success;yes
57;management;divorced;tertiary;no;6468;yes;no;cellular;4;sep;730;1;157;4;failure;yes
26;technician;single;secondary;no;1231;yes;no;cellular;4;sep;230;1;93;7;success;yes
36;technician;married;tertiary;no;1354;no;no;cellular;7;sep;281;3;97;2;success;yes
55;admin.;married;secondary;no;602;no;no;cellular;7;sep;350;1;98;5;success;yes
52;technician;married;secondary;no;0;yes;no;cellular;7;sep;211;1;294;1;failure;yes
36;services;married;secondary;no;52;yes;no;cellular;7;sep;351;1;95;6;success;yes
31;management;single;tertiary;no;924;no;no;cellular;7;sep;231;1;94;3;success;yes
50;admin.;married;tertiary;no;6574;no;no;cellular;8;sep;495;1;92;3;success;yes
33;self-employed;married;secondary;no;409;no;no;cellular;8;sep;165;1;97;4;success;yes
25;admin.;single;secondary;no;1871;no;no;cellular;8;sep;260;1;96;1;success;yes
32;management;single;tertiary;no;2915;no;no;cellular;8;sep;519;1;131;2;failure;yes
58;management;married;tertiary;no;1227;no;no;cellular;8;sep;400;2;95;1;success;yes
79;retired;married;secondary;no;723;no;no;telephone;9;sep;276;1;79;3;failure;yes
30;management;single;tertiary;no;147;no;no;cellular;9;sep;234;1;100;1;failure;yes
31;management;single;tertiary;no;12569;no;no;cellular;9;sep;344;1;295;1;failure;yes
34;management;married;tertiary;no;158;no;no;cellular;9;sep;278;2;132;4;failure;yes
28;admin.;single;secondary;no;261;yes;yes;cellular;9;sep;259;2;98;4;success;yes
38;unknown;single;tertiary;no;0;no;no;cellular;11;sep;260;3;95;3;success;yes
46;blue-collar;married;secondary;no;640;yes;no;cellular;11;sep;108;2;129;2;failure;yes
47;technician;divorced;secondary;no;1013;no;no;cellular;15;sep;170;1;92;3;failure;yes
57;blue-collar;married;primary;no;3109;no;no;cellular;15;sep;107;2;105;2;success;yes
50;housemaid;married;secondary;no;388;no;no;cellular;15;sep;173;2;99;4;failure;yes
34;blue-collar;married;secondary;no;262;no;no;cellular;15;sep;89;2;106;1;success;yes
50;management;divorced;tertiary;no;810;no;no;cellular;15;sep;91;1;103;3;success;yes
54;unemployed;divorced;secondary;no;1664;no;no;cellular;15;sep;106;1;105;3;success;yes
26;management;single;tertiary;no;362;no;no;cellular;15;sep;925;1;104;2;success;yes
40;technician;married;tertiary;no;1293;no;no;cellular;16;sep;1702;3;105;2;success;yes
29;management;single;tertiary;no;874;yes;no;cellular;16;sep;152;1;103;1;success;yes
25;management;single;tertiary;no;808;no;no;cellular;18;sep;267;2;114;2;failure;yes
83;retired;married;primary;no;425;no;no;telephone;22;sep;773;1;92;2;success;yes
43;management;divorced;tertiary;no;2367;no;no;cellular;22;sep;83;1;113;3;success;yes
45;blue-collar;married;secondary;no;10252;no;no;cellular;22;sep;173;1;141;2;success;yes
37;admin.;single;tertiary;no;1000;yes;no;cellular;22;sep;239;1;99;2;success;yes
27;management;single;tertiary;no;20585;no;no;cellular;23;sep;299;1;100;1;success;yes
57;management;married;tertiary;no;10583;no;no;cellular;28;sep;341;3;98;3;success;yes
40;blue-collar;married;secondary;no;1451;no;no;cellular;30;sep;117;1;121;1;success;yes
26;student;single;secondary;no;132;no;no;cellular;1;oct;194;1;119;1;success;yes
37;technician;married;unknown;no;189;no;no;cellular;1;oct;238;1;107;2;success;yes
37;management;single;tertiary;no;1027;yes;no;cellular;1;oct;137;1;119;1;failure;yes
54;management;married;tertiary;no;1464;no;no;cellular;2;oct;194;2;94;1;success;yes
54;management;married;tertiary;no;8295;no;no;cellular;2;oct;849;2;119;1;success;yes
33;management;single;tertiary;no;5437;no;no;cellular;7;oct;201;1;58;3;failure;yes
25;admin.;single;tertiary;no;1185;no;no;cellular;7;oct;290;1;114;1;failure;yes
36;technician;married;tertiary;no;4596;yes;no;cellular;8;oct;234;2;175;2;success;yes
58;retired;married;primary;no;565;no;no;telephone;8;oct;153;1;93;1;success;yes
33;management;single;tertiary;no;1781;no;no;cellular;8;oct;611;2;183;1;success;yes
27;admin.;married;secondary;no;3415;no;no;cellular;9;oct;266;3;184;1;success;yes
60;admin.;divorced;secondary;no;12039;no;no;telephone;12;oct;261;1;187;1;success;yes
56;unemployed;married;secondary;no;12;no;no;cellular;12;oct;511;3;187;1;failure;yes
35;management;single;tertiary;no;2646;no;no;cellular;13;oct;221;1;182;1;success;yes
61;self-employed;divorced;tertiary;no;6;yes;no;cellular;13;oct;210;1;182;2;success;yes
36;admin.;divorced;secondary;no;592;no;no;cellular;13;oct;204;2;99;5;failure;yes
58;technician;married;primary;no;4198;no;no;cellular;15;oct;441;5;246;5;failure;yes
30;management;single;tertiary;no;536;no;no;cellular;15;oct;244;1;105;1;success;yes
54;blue-collar;married;primary;no;1311;no;no;telephone;15;oct;485;3;184;3;failure;yes
43;services;married;primary;no;2557;yes;no;telephone;15;oct;166;3;183;5;success;yes
40;unemployed;single;tertiary;no;79;no;no;cellular;15;oct;570;1;135;1;failure;yes
57;management;married;tertiary;no;1318;no;no;cellular;16;oct;115;1;185;2;failure;yes
75;retired;married;secondary;no;3771;no;no;telephone;16;oct;186;1;183;1;failure;yes
77;retired;married;tertiary;no;0;no;no;cellular;16;oct;847;1;60;1;success;yes
31;management;married;tertiary;no;6138;no;no;cellular;16;oct;154;2;119;5;failure;yes
50;management;married;tertiary;no;469;no;no;cellular;16;oct;170;1;183;1;success;yes
73;retired;married;unknown;no;519;no;no;telephone;16;oct;434;1;57;1;failure;yes
44;technician;single;tertiary;no;643;no;no;cellular;16;oct;324;1;143;3;failure;yes
76;housemaid;divorced;primary;no;1411;no;no;telephone;19;oct;233;2;187;3;success;yes
39;technician;married;tertiary;no;206;no;no;cellular;20;oct;148;2;195;2;success;yes
65;retired;married;secondary;no;571;yes;no;cellular;20;oct;349;1;183;2;success;yes
54;technician;married;secondary;no;3994;no;yes;cellular;20;oct;595;2;187;2;success;yes
28;management;single;tertiary;no;80;no;no;cellular;20;oct;676;2;146;2;failure;yes
61;management;married;tertiary;no;267;no;no;cellular;21;oct;192;3;184;1;success;yes
53;housemaid;married;primary;no;2581;no;no;cellular;21;oct;828;1;189;1;failure;yes
27;student;single;tertiary;no;1134;no;no;cellular;21;oct;825;1;183;4;success;yes
55;unemployed;divorced;secondary;no;309;no;no;cellular;21;oct;467;2;184;1;success;yes
33;management;single;tertiary;no;6807;no;no;cellular;21;oct;512;2;184;1;success;yes
33;self-employed;single;tertiary;no;658;yes;no;cellular;21;oct;307;1;208;1;success;yes
33;admin.;married;tertiary;no;79;yes;no;cellular;22;oct;249;2;335;2;failure;yes
30;technician;single;tertiary;no;411;no;no;cellular;22;oct;127;3;149;2;failure;yes
68;retired;single;tertiary;no;2144;no;no;cellular;22;oct;277;1;184;2;success;yes
41;technician;single;tertiary;no;431;no;no;cellular;22;oct;133;1;107;2;success;yes
29;self-employed;married;secondary;no;123;no;yes;cellular;22;oct;247;1;184;3;success;yes
27;blue-collar;single;secondary;no;3792;no;no;cellular;22;oct;504;1;183;2;success;yes
82;retired;married;primary;no;8603;no;no;cellular;22;oct;306;3;107;1;success;yes
76;retired;married;tertiary;no;2991;no;no;cellular;22;oct;344;1;183;1;success;yes
38;management;married;tertiary;no;4174;no;no;cellular;23;oct;336;2;184;5;failure;yes
60;technician;married;secondary;no;10925;no;no;cellular;23;oct;270;3;185;1;success;yes
33;services;divorced;secondary;no;2411;yes;no;cellular;23;oct;130;1;161;1;failure;yes
43;technician;single;unknown;no;11115;no;no;cellular;23;oct;476;1;74;2;success;yes
57;management;married;primary;no;6900;no;no;cellular;23;oct;255;4;185;2;failure;yes
33;management;married;tertiary;no;5878;no;no;cellular;23;oct;438;1;430;2;failure;yes
77;management;married;unknown;no;1780;yes;no;cellular;23;oct;221;2;183;3;success;yes
35;technician;single;secondary;no;183;no;no;cellular;23;oct;281;1;52;4;failure;yes
59;retired;married;primary;no;3648;no;no;telephone;23;oct;257;2;126;3;success;yes
73;retired;married;primary;no;542;no;no;cellular;26;oct;355;1;180;5;failure;yes
41;unknown;single;unknown;no;942;no;no;cellular;27;oct;143;1;188;1;success;yes
28;technician;single;unknown;no;0;yes;no;cellular;27;oct;96;1;267;1;failure;yes
38;blue-collar;single;secondary;no;0;no;no;cellular;27;oct;297;1;75;3;failure;yes
52;services;married;secondary;no;992;yes;no;cellular;27;oct;424;1;515;1;failure;yes
38;housemaid;divorced;secondary;no;70;no;no;cellular;27;oct;255;3;148;1;success;yes
30;admin.;single;secondary;no;914;yes;no;cellular;28;oct;524;3;272;1;failure;yes
57;housemaid;married;tertiary;no;2326;no;no;cellular;28;oct;207;1;194;1;success;yes
30;management;single;tertiary;no;697;no;no;cellular;29;oct;215;3;80;5;success;yes
66;retired;married;tertiary;no;1948;no;no;cellular;29;oct;106;2;269;2;failure;yes
47;management;married;tertiary;no;3663;no;no;cellular;29;oct;424;2;213;3;success;yes
30;technician;single;secondary;no;853;no;no;cellular;29;oct;279;1;148;1;failure;yes
60;management;married;tertiary;no;3401;no;no;cellular;30;oct;294;1;270;1;failure;yes
54;technician;married;secondary;no;473;no;yes;cellular;2;nov;182;1;81;1;failure;yes
35;self-employed;single;tertiary;no;5462;no;no;cellular;2;nov;188;1;186;1;success;yes
48;management;married;secondary;no;0;yes;yes;cellular;3;nov;1233;1;351;2;failure;yes
36;management;single;tertiary;no;62;yes;no;cellular;3;nov;566;1;182;7;failure;yes
36;self-employed;married;tertiary;no;506;no;no;cellular;3;nov;217;1;70;2;failure;yes
64;management;married;unknown;no;2352;no;no;cellular;3;nov;181;4;183;7;success;yes
27;management;single;tertiary;no;1720;no;no;cellular;3;nov;284;2;273;1;failure;yes
34;management;married;tertiary;no;1778;no;no;cellular;4;nov;358;1;162;2;failure;yes
24;technician;married;secondary;no;556;yes;no;cellular;6;nov;368;2;80;2;success;yes
33;student;married;secondary;no;1536;no;no;cellular;9;nov;262;1;94;2;success;yes
32;management;single;tertiary;no;935;no;no;cellular;9;nov;165;1;91;7;success;yes
60;self-employed;married;tertiary;no;10861;no;no;cellular;9;nov;98;1;91;2;failure;yes
35;management;single;tertiary;no;1228;no;no;cellular;9;nov;696;2;88;12;failure;yes
24;student;single;secondary;no;125;no;no;cellular;9;nov;263;1;90;1;failure;yes
40;management;married;tertiary;no;0;no;no;cellular;10;nov;147;1;96;8;success;yes
33;management;married;tertiary;no;22867;yes;no;cellular;10;nov;266;2;92;3;failure;yes
71;housemaid;divorced;primary;no;1311;no;no;cellular;10;nov;301;2;91;1;success;yes
52;unemployed;married;secondary;no;94;no;no;cellular;10;nov;293;3;190;10;failure;yes
26;management;single;tertiary;no;943;no;no;cellular;11;nov;166;1;195;1;success;yes
33;services;married;secondary;no;1076;no;no;cellular;11;nov;131;1;96;5;failure;yes
